ACLE1;DESAPRES;;;;;;;;CODESSFAMILLE;CODEFAMILLE;CODEVENTILVT;POIDS
820162;A3 Approuvé;18/06/2013 08:47:23;Axe S-C poulie Ø300-500 alu. type 2;;;;;;S;602;5;2.6
820165;A1 Etude;27/03/2013 16:07:53;Rondelle Ø20 x2;;;;;;N;602;5;24
820166;A4 Approuvé;18/06/2013 11:52:45;Reprise axe S ou C poulie Ø800-1000 pour angle;;;;;;S;602;5;5.8
820167;A3 Approuvé;18/06/2013 08:47:44;Axe poulie d'angle fixe Ø1500 type 2;;;;;;S;602;5;13.3
820163;A1 Approuvé;27/03/2013 16:07:54;Cale supérieure;;;;;;N;602;5;329
820164;A1 Approuvé;27/03/2013 16:07:55;Cale inférieure;;;;;;N;602;5;82
820168;A1 Approuvé;27/03/2013 16:07:56;Kit montage poulie retour (Rlt32316-32212);;;;;;N;602;5;100352
820170;A1 Etude;23/03/2016 12:31:52;Etrier M20 Ø125 int.;;;;;;N;602;5;406
820171;A1 Etude;23/03/2016 12:31:54;Etrier M20 Ø362 int.;;;;;;N;602;5;2849
820169;A1 Etude;23/03/2016 12:31:56;Bras angulaire sur pylone;;;;;;N;602;5;25
810091;A1 Etude;27/03/2013 17:47:09;Bague Ø int. 12;;;;;;N;601;4;57
820173;A1 Approuvé;27/03/2013 16:07:58;Plaque serre cable;;;;;;N;602;5;3648
Vue ens. axe std orienté;A1 Etude;23/03/2016 12:31:55;;;;;;;N;;;
810078;A2 Approuvé;27/03/2013 17:47:09;Porte N° marche-pied siège goutte d'eau;;;;;;N;601;4;2359
820174;A1 Approuvé;27/03/2013 16:07:58;Elingue de poulie retour;;;;;;N;602;5;16104
810092;A1 Approuvé;27/03/2013 17:47:10;Bride de porte N° marche-pied;;;;;;N;601;4;571
810079;A1 Approuvé;27/03/2013 17:47:10;Ens. Porte n° marche-pied;;;;;;N;601;4;4121
601611;A2 Approuvé;04/03/2015 17:59:44;Etrier M10 Ø45 x 97;;;;;;N;601;4;130
820175;A1 Etude;23/03/2016 11:39:02;Axe S/C poulie 800-1000 Type 2;;;;;;S;602;5;2452
810097;A1 Approuvé;27/03/2013 17:47:10;Axe d'assise banquette goutte d'eau 2 pl;;;;;;S;601;4;81
810098;A1 Approuvé;27/03/2013 17:47:11;Bague d'assise banquette goutte d'eau 2 pl;;;;;;N;601;4;3
810099;A1 Etude;27/03/2013 17:47:11;S/E Axe de rotation assise banquette goutte d'eau 2 pl;;;;;;N;601;4;117
810090;A1 Approuvé;27/03/2013 17:47:12;Vis de banquette M12;;;;;;S;601;4;123
810101;A3 Approuvé;26/08/2013 16:19:31;Vis de banquette - GC ancienne génération M12;;;;;;S;601;4;71
810102;A1 Approuvé;27/03/2013 17:47:12;Tôle d'assise de banquette biplace;;;;;;N;601;4;3690
Platine AR station motrice;A1 Etude;23/03/2016 12:31:55;Platine AR station motrice;;;;;;N;;;544422
Platine station retour;A1 Etude;23/03/2016 12:31:55;Platine station retour;;;;;;N;;;1669917
810103;A3 Approuvé;27/03/2013 17:47:13;Bague Ø60-Ø52;;;;;;N;601;4;173
810104;A1 Approuvé;27/03/2013 17:47:13;Bague Ø40-Ø32;;;;;;N;601;4;182
810105;A1 Approuvé;27/03/2013 17:47:14;Bague Ø50-Ø40;;;;;;N;601;4;182
810106;A1 Approuvé;27/03/2013 17:47:14;Bague Ø70-Ø60;;;;;;N;601;4;182
810107;A3 Approuvé;27/03/2013 17:47:14;Bague Ø80-Ø70;;;;;;N;601;4;401
810108;A1 Etude;27/03/2013 17:47:14;S/E Vis longue de banquette;;;;;;N;601;4;253
810109;A1 Etude;27/03/2013 17:47:15;S/E Vis courte de banquette;;;;;;N;601;4;91
810110;A2 Approuvé;27/03/2013 17:23:39;Gabarit pylone Ø600;;;;;;N;601;4;145838
810111;A2 Approuvé;27/03/2013 17:23:39;Gabarit pylone Ø900;;;;;;N;601;4;128466
810082_1;A1 Approuvé;27/03/2013 17:23:40;Cale gabarit gare motrice;;;;;;N;601;4;4480
810083_1;A1 Approuvé;27/03/2013 17:23:40;Cale gabarit station retour;;;;;;N;601;4;8746
810112;A1 Approuvé;27/03/2013 17:23:41;Bride pour gabarits;;;;;;N;601;4;908
810113;A1 Etude;22/05/2013 08:50:21;Axe poulie retour TSF Font Bonne;;;;;;S;601;4;169604
810114;A1 Approuvé;27/03/2013 17:47:16;Flexible simple de frein de poulie;;;;;;N;601;4;771
820176;A1 Approuvé;27/03/2013 16:07:59;Plat de bras angulaire;;;;;;N;602;5;476
Ens. Potence S-C 1000-600;A1 Etude;23/03/2016 12:31:54;Ens. Potence S-C 1000-600;;;;;;N;;;
810115;A1 Approuvé;27/03/2013 17:47:16;Flexible double de frein de poulie;;;;;;N;601;4;1311
810116;A1 Approuvé;27/03/2013 17:47:16;Tôle de dossier de banquette biplace;;;;;;N;601;4;3013
820154;A1 Approuvé;27/03/2013 16:08:00;Plaquette frein;;;;;;N;602;5;11
820177;A4 Etude;08/04/2013 16:31:20;Nez de potence renforcé type 3;;;;;;N;602;5;18
810118;A1 Approuvé;27/03/2013 17:47:17;Bague support de siège;;;;;;N;601;4;134
810119;A1 Approuvé;27/03/2013 17:23:42;Plaque d'arrêt étrier balancier support;;;;;;N;601;4;70
810120;A1 Approuvé;27/03/2013 17:23:42;Plaque d'arrêt étrier balancier S-C;;;;;;N;601;4;70
810121;A1 Approuvé;27/03/2013 17:23:42;Plaque d'arrêt balancier 86 x 36;;;;;;N;601;4;30
820178;A1 Approuvé;27/03/2013 16:08:01;Axe long de poulie retour Ø2000;;;;;;S;602;5;13463
810122;A1 Approuvé;27/03/2013 17:23:43;Gabarit pylones R2;;;;;;N;601;4;84566
810123;A1 Approuvé;12/07/2013 11:27:23;Axe B4 S/C 2/4/2 330/420 GIT;;;;;;S;601;4;5464
810020;A2 Etude;27/03/2013 17:28:34;Balancier Ø450 12C  dans potence;;;;;;N;601;4;/
810124;A1 Approuvé;12/07/2013 11:27:24;Axe principal S/C 2/4/2 330/420 GIT;;;;;;S;601;4;16650
820179;A1 Approuvé;27/03/2013 16:08:01;bride pour axe incliné;;;;;;S;602;5;535
810129;A1 Etude;27/03/2013 17:47:17;Tôle d'assise de banquette 2 pl;;;;;;N;601;4;3690
810126;A1 Etude;27/03/2013 17:47:18;Equerre droite d'assise de banquette 2 pl.;;;;;;N;601;4;502
810125;A1 Approuvé;27/03/2013 17:47:18;Contre-chape de banquette 2 pl.;;;;;;N;601;4;134
810126-1;A1 Etude;27/03/2013 17:47:18;Equerre droite de banquette 2 pl. G.P;;;;;;N;601;4;
810128-1;A1 Etude;27/03/2013 17:47:18;Equerre gauche de banquette 2 pl. G.P;;;;;;N;601;4;
820180;A1 Approuvé;27/03/2013 16:08:02;Ensemble axe standard orienté;;;;;;N;602;5;
810126-2;A1 Etude;27/03/2013 17:47:19;Butée de banquette 2 pl. G.P;;;;;;N;601;4;2.70
810128;A1 Etude;27/03/2013 17:47:19;Equerre gauche d'assise de banquette 2 pl.;;;;;;N;601;4;502
810131;A1 Etude;27/03/2013 17:47:20;Assise de banquette 2 pl.;;;;;;N;601;4;502
810130;A1 Etude;27/03/2013 17:47:20;Assise de banquette 2 pl. équipé;;;;;;N;601;4;502
810117;A2 Approuvé;27/03/2013 17:23:44;Tôle de protection départ cadencé;;;;;;N;601;4;1003
810132;A2 Etude;21/04/2016 09:27:26;Bagues bronze Ø48 Ø53 L30;;;;;;N;601;4;96
820182;A1 Approuvé;27/03/2013 16:08:03;Plaque fixation tambour;;;;;;N;602;5;214
820183;A1 Approuvé;27/03/2013 16:08:03;Elément support contre-poids;;;;;;N;602;5;321
820184;A1 Approuvé;27/03/2013 16:08:03;Cale en U de 6;;;;;;N;602;5;330
820181;A1 Approuvé;27/03/2013 16:08:04;Câble de rattrapage poulie retour;;;;;;N;602;5;5380
820185;A1 Approuvé;27/03/2013 16:08:04;Cale en U de 1;;;;;;N;602;5;0
810134;A1 Approuvé;27/03/2013 17:23:45;Ecrou de serrage poulie retour;;;;;;S;601;4;14834
820188;A1 Etude;23/03/2016 11:39:03;Bague épaulée Ø int.30;;;;;;N;602;5;59
810135;A1 Approuvé;27/03/2013 17:23:45;Contre écrou poulie retour;;;;;;S;601;4;2166
810136;A1 Approuvé;27/03/2013 17:23:45;Chapeau;;;;;;N;601;4;13496
810137;A1 Etude;27/03/2013 17:23:46;Etrier M12 pour garde-corps;;;;;;N;601;4;381
820189;A1 Approuvé;27/03/2013 16:08:05;Câle;;;;;;N;602;5;270
810141;A2 Approuvé;27/03/2013 17:23:47;Montage Pylone 4;;;;;;N;601;4;2213121
810138;A1 Approuvé;23/03/2016 12:31:31;Montage Pylone 1;;;;;;N;601;4;3788074
810139;A2 Approuvé;27/03/2013 17:23:48;Montage Pylone 2;;;;;;N;601;4;3180123
810140;A2 Approuvé;27/03/2013 17:23:48;Montage Pylone 3;;;;;;N;601;4;3846806
820190;A1 Approuvé;27/03/2013 16:08:06;Cale ép.2;;;;;;N;602;5;8
Vue crochet caillebotis;A1 Etude;23/03/2016 12:31:49;;;;;;;N;;;
820193;A1 Approuvé;27/03/2013 16:08:06;Cale ép.3;;;;;;N;602;5;23
820191;A3 Etude;08/04/2013 16:46:27;Nez de potence support d'axe type 3;;;;;;N;602;5;38
810147;A1 Etude;27/03/2013 17:23:49;Vis M36x260 à téton court;;;;;;N;601;4;2502
810145;A1 Approuvé;27/03/2013 17:23:50;Montage passerelles de potence;;;;;;N;601;4;1004057
810146;A1 Etude;27/03/2013 17:23:50;Montage passerelles balanciers 8S;;;;;;N;601;4;70830
810149;A1 Etude;27/03/2013 17:23:51;Montage passerelles balanciers 6S;;;;;;N;601;4;1019882
810142;A1 Etude;27/03/2013 17:23:52;Station de renvoi fixe;;;;;;N;601;4;4127310
820157;A1 Etude;27/03/2013 16:08:08;Bague épaulée Ø int 18;;;;;;N;602;5;100
820194;A1 Approuvé;27/03/2013 16:08:08;Kit montage poulie angle 1500;;;;;;N;602;5;14786
820196;A3 Approuvé;27/03/2013 16:08:08;Axe bras poulie retour;;;;;;S;602;5;1662
810152;A1 Approuvé;27/03/2013 17:23:52;Vis H M27x395;;;;;;N;601;4;2033
810153;A1 Approuvé;27/03/2013 17:23:52;Vis H M16x334;;;;;;N;601;4;592
820197;A1 Etude;27/03/2013 16:08:09;Support de bras d'arrivée;;;;;;N;602;5;47309
810154;A1 Approuvé;27/03/2013 17:23:53;Vis H M16x310;;;;;;N;601;4;553
820198;A3 Approuvé;27/03/2013 16:08:09;Axe de poulie de tension;;;;;;S;602;5;1607
820199;A1 Approuvé;27/03/2013 16:08:09;Axe poulie horizontale Type 3 descente;;;;;;S;602;5;6175
820200;A1 Approuvé;27/03/2013 16:08:10;Axe poulie vertical Type 3 retour;;;;;;S;602;5;6521
820201;A1 Approuvé;27/03/2013 16:08:10;Axe poulie horizontal en L;;;;;;S;602;5;12112
810157;A1 Approuvé;27/03/2013 17:23:54;Volant d'inertie;;;;;;N;601;4;124276
810156;A1 Approuvé;27/03/2013 17:23:54;Tulipe coté réducteur;;;;;;N;601;4;16019
810159;A1 Approuvé;27/03/2013 17:23:55;Cale platine gare motrice;;;;;;N;601;4;12064
810160;A1 Approuvé;27/03/2013 17:23:55;Cale platine station retour;;;;;;N;601;4;11376
Vue inclinaison équerre;A1 Approuvé;23/03/2016 12:31:49;Inclinaison passerelles;;;;;;N;;;
810161;A1 Approuvé;23/03/2016 12:31:49;Inclinaison passerelles;;;;;;N;601;4;
820202;A1 Approuvé;27/03/2013 16:08:11;Tige filetée M30;;;;;;N;602;5;2007
820203;A1 Etude;27/03/2013 16:08:12;Tige filetée assemblée;;;;;;N;602;5;2263
820204;A2 A Vérifier;27/03/2013 16:08:12;Kit montage poulie Ø600-1000  Rlt.30209 type 3;;;;;;N;602;5;9
810164;A1 Approuvé;27/03/2013 17:23:56;Crochet support caillebotis;;;;;;N;601;4;140
810165;A1 Approuvé;27/03/2013 17:23:57;Plaque de bride caillebotis;;;;;;N;601;4;213
820205;A1 Etude;05/11/2013 18:59:56;Rondelle Ø40 x4;;;;;;N;602;5;114
820206;A1 Etude;27/03/2013 16:08:11;Rondelle Ø45 x4;;;;;;N;602;5;123
810166;A1 Approuvé;27/03/2013 17:23:57;Gousset encagement;;;;;;S;601;4;
810167;A1 Approuvé;27/03/2013 17:23:58;Renfort fut rapporté;;;;;;S;601;4;0
810168;A1 Approuvé;27/03/2013 17:23:58;Cale encagement;;;;;;S;601;4;6599
810169;A2 Approuvé;27/03/2013 17:23:59;Position de montage des marches;;;;;;N;601;4;
810170;A2 Approuvé;27/03/2013 17:23:59;Cale droite moteur électrique;;;;;;N;601;4;27829
810171;A2 Approuvé;27/03/2013 17:24:00;Cale gauche moteur électrique;;;;;;N;601;4;27790
810172;A2 Approuvé;18/03/2016 09:57:32;Reprise support disque de frein;;;;;;N;601;4;29131
810173;A1 Approuvé;27/03/2013 17:24:01;Plaque support d'encagement;;;;;;S;601;4;560
810174;A1 Approuvé;27/03/2013 17:24:01;Vis ajustée M16x18x130 cl.8.8;;;;;;N;601;4;296
810175;A1 Approuvé;27/03/2013 17:47:21;Flexible simple en rallonge (TSF Rages);;;;;;N;601;4;251
810176;A1 Approuvé;12/07/2013 11:27:25;Axe balancier 16C Ø330 sous portique;;;;;;N;601;4;25066
810177;A1 Approuvé;27/03/2013 17:24:02;Chassis frein de service;;;;;;N;601;4;25388
820207;A1 Etude;27/03/2013 16:08:12;Berceau réglable d'axe - Type 1;;;;;;N;602;5;4327
820208;A1 Etude;27/03/2013 16:08:13;Berceau réglable équipé - Type 1;;;;;;N;602;5;7798
810181;A1 Approuvé;27/03/2013 17:24:03;Vis H M27x250;;;;;;N;601;4;1393
820209;A1 Approuvé;27/03/2013 16:08:14;Axe de tension SR;;;;;;N;602;5;2843
810182;A1 Approuvé;27/03/2013 17:24:03;Vis H M24x360;;;;;;N;601;4;1480
Berceau réglable équipé profil en U;A1 Etude;23/03/2016 12:31:49;Berceau réglable d'axe - Type 1;;;;;;N;;;4327
Berceau réglable équipé;A1 Etude;23/03/2016 12:31:46;Berceau réglable d'axe - Type 1;;;;;;N;;;4327
Berceau réglable;A1 Etude;23/03/2016 12:31:46;Berceau réglable d'axe - Type 1;;;;;;N;;;4327
810179;A1 Etude;30/04/2013 18:09:43;Tube extérieur hauban;;;;;;N;601;4;3435
Berceau réglable profil en U;A1 Etude;23/03/2016 12:31:48;Berceau réglable d'axe - Type 1;;;;;;N;;;4327
810183;A2 Approuvé;27/03/2013 17:24:04;Ensemble encagement;;;;;;S;601;4;788616
820210;A1 Approuvé;27/03/2013 16:08:13;Patte de fixation cosse;;;;;;N;602;5;20
810185;A1 Approuvé;27/03/2013 17:24:04;Etrier détection B2;;;;;;N;601;4;160
810187;A1 Approuvé;23/03/2016 12:31:40;Tôle de dossier de banquette 2 pl. 4pl.;;;;;;N;601;4;2872
810189;A1 Approuvé;23/03/2016 12:31:34;Barrette de dossier;;;;;;N;601;4;43
810190;A1 Etude;23/03/2016 12:31:37;Tôle d'assise de banquette 2pl. 4pl.;;;;;;N;601;4;3447
810192;A2 Approuvé;23/03/2016 12:31:34;Barrette d'assise;;;;;;N;601;4;43
810198;A1 Etude;27/03/2013 17:24:05;Vis H M14x230;;;;;;N;601;4;322
820211;A1 Approuvé;27/03/2013 16:08:14;Kit visserie support M14 type 1;;;;;;N;602;5;2380
820220;A1 Approuvé;27/03/2013 16:08:15;Kit visserie support type 2 - M14;;;;;;N;602;5;2380
810208;A1 Approuvé;27/03/2013 17:24:05;Support passerelle de potence;;;;;;N;601;4;3148
810209;A1 Etude;27/03/2013 17:24:06;Marche-pieds en oméga;;;;;;N;601;4;27872
810203;A1 Approuvé;27/03/2013 17:24:06;Passerelle station retour;;;;;;N;601;4;6223828
810211;A1 Etude;27/03/2013 17:24:07;Plaque écrou;;;;;;N;601;4;534
810212;A1 Approuvé;27/03/2013 17:24:07;Bague bronze suspente;;;;;;N;601;4;264
820221;A2 Etude;27/03/2013 16:08:15;Potence tubulaire complète pour  équipement S-C Type 3 ;;;;;;N;602;5;523
820218;A1 Approuvé;27/03/2013 16:08:16;Kit visserie poulie angle fixe type 2;;;;;;N;602;5;2380
820219;A1 Etude;27/03/2013 16:08:17;Kit visserie poulie angle oscillante type 2;;;;;;N;602;5;2380
810213;A1 Approuvé;23/03/2016 12:31:39;Anti basculement de banquette 4 pl.;;;;;;N;601;4;20468
810216;A2 Approuvé;23/03/2016 12:31:35;Poignée de bridage;;;;;;N;601;4;21
810215;A1 Etude;23/03/2016 12:31:36;Plat de bridage;;;;;;N;601;4;577
810220;A1 Etude;27/03/2013 17:24:09;Reprise rampe 3 marches;;;;;;N;601;4;14813.35
810223;A1 Etude;27/03/2013 17:24:10;Reprise rampe 4 marches;;;;;;N;601;4;15569.47
810221;A1 Approuvé;27/03/2013 17:24:11;Plaque rallonge barrière;;;;;;N;601;4;8531
810224;A1 Approuvé;27/03/2013 17:24:11;Reprise rampe 2 marches;;;;;;N;601;4;10689.83
820223;A1 Etude;27/03/2013 16:08:18;Assemblage arbre/tambour TK Baby;;;;;;N;602;5;8353
820222;A1 Etude;27/03/2013 16:08:19;Manchon d'adaptation;;;;;;N;602;5;301
810225;A1 Approuvé;27/03/2013 17:24:12;Cale rallonge barrière;;;;;;N;601;4;2938
810218;A1 Approuvé;27/03/2013 17:24:12;Croix détection galet mono;;;;;;N;601;4;243
810226;A1 Approuvé;27/03/2013 17:24:13;Reprise corps galet mono;;;;;;N;601;4;21450
810227;A1 Approuvé;27/03/2013 17:24:13;Support détecteur inductif galet mono;;;;;;N;601;4;194
810219;A1 Approuvé;27/03/2013 17:24:14;Support verin;;;;;;N;601;4;1488
810214;A3 Approuvé;18/02/2015 11:58:23;Barrière de portillon L=600;;;;;;N;601;4;813
810228;A2 Approuvé;27/03/2013 17:24:14;barrière portillon L=800;;;;;;N;601;4;784
810229;A1 Approuvé;27/03/2013 17:24:15;Support de barrière;;;;;;N;601;4;596
810230;A2 Approuvé;27/03/2013 17:24:16;Butée caoutchouc barrière droite;;;;;;N;601;4;12
820230;A1 Etude;27/03/2013 16:08:17;Rondelle Ø25;;;;;;N;602;5;73
820231;A1 Etude;27/03/2013 16:08:17;Reprise clavette 12x8;;;;;;N;602;5;41
820232;A1 Etude;27/03/2013 16:08:18;Rondelle Ø8 x4;;;;;;N;602;5;88
810231;A2 Approuvé;27/03/2013 17:24:16;Butée caoutchouc barrière gauche;;;;;;N;601;4;12
810232;A1 Etude;27/03/2013 17:24:17;Plaque fixation détection;;;;;;N;601;4;96
810235;A1 Approuvé;27/03/2013 17:24:17;Renfort de rampe;;;;;;N;601;4;11099
810233;A1 Approuvé;27/03/2013 17:24:18;Corniére de renfort droit;;;;;;N;601;4;1254
810236;A1 Approuvé;27/03/2013 17:24:19;Corniére de renfort gauche;;;;;;N;601;4;1254
810234;A1 Approuvé;27/03/2013 17:24:19;Plat étrier;;;;;;N;601;4;135
820233;A1 Etude;27/03/2013 16:08:19;Guide écarteur poulie 1000 MD;;;;;;N;602;5;17303
810239;A1 Approuvé;27/03/2013 17:24:19;Potence de décablage;;;;;;N;601;4;982077
810237;A1 Approuvé;27/03/2013 17:24:20;Plaque de potence;;;;;;N;601;4;10839
810240;A1 Approuvé;27/03/2013 17:24:20;Tige fileté M20;;;;;;N;601;4;80
810238;A1 Approuvé;27/03/2013 17:24:21;Contre plaque de potence;;;;;;N;601;4;8370
810248;A1 Approuvé;27/03/2013 17:24:22;Support patinette;;;;;;N;601;4;567
810241;A1 Approuvé;27/03/2013 17:24:22;Plaque détecteur PR;;;;;;N;601;4;467
810242;A1 Approuvé;27/03/2013 17:24:22;Platine supérieure;;;;;;N;601;4;729
810243;A1 Approuvé;27/03/2013 17:24:23;Platine inférieure;;;;;;N;601;4;330
810249;A1 Approuvé;27/03/2013 17:24:23;Platine verticale;;;;;;N;601;4;395
810245;A1 Etude;27/03/2013 17:24:24;Support détecteur poulie retour;;;;;;N;601;4;1797
810250;A1 Etude;27/03/2013 17:24:25;Support détecteur poulie motrice;;;;;;N;601;4;1025
810251;A1 Approuvé;27/03/2013 17:24:25;Marche-pieds oméga assemblé;;;;;;N;601;4;29643
810253;A1 Approuvé;23/03/2016 12:31:29;Pylone 1 Bas;;;;;;N;601;4;1805
810260;A1 Etude;27/03/2013 17:24:27;Tube d'anémomètre;;;;;;N;601;4;344
810261;A1 Etude;27/03/2013 17:24:27;Support de tube;;;;;;N;601;4;1502
810254;A1 Etude;23/03/2016 12:31:28;Pylone 1 Haut;;;;;;N;601;4;1185
810263;A1 Etude;27/03/2013 17:24:28;Tige fileté;;;;;;N;601;4;124
810255;A2 Approuvé;27/03/2013 17:24:28;Pylone 2 Bas;;;;;;N;601;4;1214
810256;A1 Approuvé;27/03/2013 17:24:29;Pylone 2 Haut;;;;;;N;601;4;1153
810257;A2 Approuvé;27/03/2013 17:24:29;Pylone 3 Bas;;;;;;N;601;4;966
810258;A1 Approuvé;27/03/2013 17:24:30;Pylone 3 Haut;;;;;;N;601;4;1264
810270;A1 Etude;27/03/2013 17:24:30;Montage biellette de vérin;;;;;;N;601;4;854
810259;A3 Approuvé;27/03/2013 17:24:31;Pylone 4;;;;;;N;601;4;1300
810269;A1 Etude;27/03/2013 17:24:31;Biellette de vérin;;;;;;N;601;4;162
810273;A1 Etude;27/03/2013 17:24:32;Plaque support patinette;;;;;;N;601;4;1063
Vue ensemble B4;A1 Etude;23/03/2016 12:31:42;Ensemble B8 support;;;;;;N;;;66
810264;A1 Etude;27/03/2013 17:24:32;Support d'anémomètre;;;;;;N;601;4;965277
810276;A1 Approuvé;27/03/2013 17:24:33;Détection présence usager;;;;;;N;601;4;6147
810274;A1 Approuvé;27/03/2013 17:24:33;Embase de détection;;;;;;N;601;4;2028
810275;A1 Approuvé;27/03/2013 17:24:34;Embase de détection;;;;;;N;601;4;5169
Arceau;A1 Etude;23/03/2016 12:31:31;Véhicule 4 places;;;;;;N;;;
Gabarit siège;A1 Etude;23/03/2016 12:31:42;;;;;;;N;;;
810278;A1 Approuvé;27/03/2013 17:24:34;Gabarit siège au P1;;;;;;N;601;4;
810279;A3 Approuvé;27/03/2013 17:24:35;Montage axe dans potence;;;;;;N;601;4;1014
810280;A1 Approuvé;27/03/2013 17:24:36;Véhicule 4 places type 1;;;;;;N;601;4;
810281;A5 Approuvé;27/03/2013 17:24:36;Montage des sécurités;;;;;;N;601;4;297154
810278_1;A3 Approuvé;27/03/2013 17:24:37;Gabarit rattrapeur attache;;;;;;N;601;4;
810282bis;A1 Etude;27/03/2013 17:24:38;Ensemble assise 4 places;;;;;;N;601;4;
810283;A1 Approuvé;27/03/2013 17:24:38;Bèche d'ancrage;;;;;;N;601;4;37714
810285;A2 Approuvé;27/03/2013 17:24:39;Potence balancier;;;;;;N;601;4;1023
810286;A2 Etude;27/03/2013 17:24:40;Montage poulie retour;;;;;;N;601;4;5879200
810287;A1 Etude;27/03/2013 17:24:40;Plaque de blocage axe principal;;;;;;N;601;4;7896
810288;A1 Approuvé;27/03/2013 17:24:40;Disque de sécurité;;;;;;N;601;4;8198
810289;A1 Approuvé;27/03/2013 17:24:40;Lubrification supérieure;;;;;;N;601;4;
810290;A1 Approuvé;27/03/2013 17:24:41;Lubrification inférieure;;;;;;N;601;4;22
810291;A1 Approuvé;27/03/2013 17:24:42;Corne rattrape câble;;;;;;S;601;4;25163
810292;A1 Approuvé;23/03/2016 12:31:40;Banquette assemblée 4 pl. type 1;;;;;;N;601;4;95814
820235;A1 Approuvé;27/03/2013 16:08:20;Kit montage poulie angle 1000 axe contr. ok;;;;;;N;602;5;
820239;A1 Approuvé;27/03/2013 16:08:20;Ecrou d'axe M35x1,5 de poulie d'angle;;;;;;S;602;5;585
820236;A1 Approuvé;27/03/2013 16:08:21;Kit montage poulie angle 1500 axe contr. ok;;;;;;N;602;5;14414
Axe P d'Ag. 1000;A1 Etude;23/03/2016 12:31:25;Axe poulie d'angle Ø1000;;;;;;S;;;5819
820240;A1 Approuvé;17/07/2013 11:44:16;Rondelle Ø27Ø72x3;;;;;;Normal;602;5;82
820237;A1 Approuvé;27/03/2013 16:08:27;Kit montage poulie S 1500 axe contrôlé ok;;;;;;N;602;5;14176
820238;A1 Approuvé;27/03/2013 16:08:27;Kit montage poulie C 1500 axe contrôlé ok;;;;;;N;602;5;14075
Fixation caillebotis 1;A1 Etude;23/03/2016 12:31:25;Fixation caillebotis 1;;;;;;N;;;
810293;A6 Approuvé;27/03/2013 17:24:43;Véhicule de service;;;;;;N;601;4;272393
820241;A1 Approuvé;27/03/2013 16:08:30;Anneau de suspente fermé Ø6;;;;;;N;602;5;20
820242;A1 Approuvé;27/03/2013 16:08:21;Kit visserie compression M16 type 1;;;;;;N;602;5;2380
820234;A1 Approuvé;27/03/2013 16:08:21;Kit montage poulie C 1500 axe remplacé;;;;;;N;602;5;14415
Ensemble B4 compression;A1 Etude;23/03/2016 12:31:24;;;;;;;N;;;67
Chassis;A1 Etude;23/03/2016 12:31:21;;;;;;;N;;;
Chassis2;A1 Etude;23/03/2016 12:31:20;;;;;;;N;;;
Bascule;A1 Etude;23/03/2016 12:31:20;;;;;;;N;;;
820257;A1 Approuvé;27/03/2013 16:08:22;Kit montage poulie C 300-500 axe remplacé;;;;;;N;602;5;2445
820258;A1 Approuvé;27/03/2013 16:08:23;Kit montage poulie S 500 axe contrôlé ok;;;;;;N;602;5;2445
820259;A1 Approuvé;27/03/2013 16:08:23;Kit montage poulie C 300-500 axe contrôlé ok;;;;;;N;602;5;2445
820260;A1 Approuvé;27/03/2013 16:08:23;Kit montage poulie S 300 axe contrôlé ok;;;;;;N;602;5;2445
820261;A1 Approuvé;27/03/2013 16:08:24;Kit montage poulie S-C 500 axe contrôlé ok;;;;;;N;602;5;2445
820262;A1 Approuvé;27/03/2013 16:08:24;Kit montage poulie C 800 - 1000 axe remplacé;;;;;;N;602;5;6764
820263;A1 Approuvé;27/03/2013 16:08:25;Kit montage poulie S 800 - 1000 axe contrôlé ok;;;;;;N;602;5;6381
820264;A2 Approuvé;27/03/2013 16:08:25;Kit montage poulie C 800 - 1000 axe contrôlé ok;;;;;;N;602;5;6094
820265;A2 Approuvé;27/03/2013 16:08:26;Kit montage poulie S-C 800 -1000 axe contrôlé ok;;;;;;N;602;5;3490
820267;A2 Approuvé;27/03/2013 16:08:27;Kit axe poulie angle Ø1500 fixe;;;;;;N;602;5;13821
820268;A1 Approuvé;27/03/2013 16:08:28;Kit axe poulie angle Ø1500 oscillante;;;;;;N;602;5;5592
810316;A1 Etude;12/07/2013 11:27:26;Flasque B2 support Ø330;;;;;;Sécurité;601;4;9.0
810317;A1 Etude;19/09/2013 11:24:02;Flasque B4 support Ø330;;;;;;Sécurité;601;4;21.9
820269;A1 Approuvé;27/03/2013 16:08:28;Kit montage poulie S dans S-C 300 axe contrôlé ok;;;;;;N;602;5;2445
810318;A1 Etude;18/06/2013 16:36:49;Poutre B6 support Ø330;;;;;;Sécurité;601;4;58.4
810319;A1 Etude;12/07/2013 11:27:27;Poutre B8 support Ø330;;;;;;S;601;4;71760
820270;A1 Approuvé;27/03/2013 16:08:29;Kit montage poulie C dans S-C 300 axe contrôlé ok;;;;;;N;602;5;2445
820272;A1 Approuvé;27/03/2013 16:08:30;Kit mont. poulie C dans S-C 800 -1000 axe contr. ok;;;;;;N;602;5;3313
